10,7,-0- ,-0- ,"Panama",-0- 
7948,6906,"Carrera 14 No. 18-51","Armenia","Colombia",-0- 
7948,6907,"Carrera 16 No. 43-15","Dos Quebradas","Colombia",-0- 
7948,6908,"Carrera 18 No. 22-17","Manizales","Colombia",-0- 
7948,6909,"Carrera 19 No. 11-52","Dutaima","Colombia",-0- 
7948,6910,"Carrera 2 No. 13-17","Puerto Boyaca","Colombia",-0- 
7948,6911,"Carrera 23 No. 29-03","Tulua","Colombia",-0- 
7948,6912,"Carrera 2A No. 15-10","Dorada","Colombia",-0- 
7948,6913,"Carrera 33 No. 19-35","Villavicencio","Colombia",-0- 
7948,6914,"Carrera 4 No. 16-87","Soacha","Colombia",-0- 
7948,6915,"Carrera 7 No. 12-58","Cartago","Colombia",-0- 
7948,6916,"Transversal 29 No. 39-92","Bogota","Colombia",-0- 
7949,6917,-0- ,"Nassau","Bahamas, The",-0- 
7950,6918,"14420 NW 16TH St.","Pembroke Pines, FL  33028","United States",-0- 
7951,6919,"Calle 166 No. 38-50","Bogota","Colombia",-0- 
7952,6920,"Avenida 20 (detras del Country Club), Edificio Drcenca Barquisimeto","Lara","Venezuela",-0- 
7952,6921,"Calle 18, Zona Industrial 1, Intercomunal de Cabudare Barquisimeto","Lara","Venezuela",-0- 
7952,6922,"Calle 14, Zona Industrial 1, Intercomunal de Cabudare Barquisimeto","Lara","Venezuela",-0- 
7953,6923,"Calle 10 No. 4-47, piso 18","Cali","Colombia",-0- 
7954,6924,"Av. Los Plateros 145 piso 2, Urb. El Artesano Ate","Lima","Peru",-0- 
7955,6925,"Calle 39 Bis A No. 27-16","Bogota","Colombia",-0- 
7955,6926,"Calle 94A No. 13-91 of. 402","Bogota","Colombia",-0- 
7956,6927,"Manzana 48 Casa 12 Etapa 2 Simon Bolivar","Ibague","Colombia",-0- 
7957,6928,"Carrera 43 No. 16A-19 La Colina","Pasto","Colombia",-0- 
7958,6929,"Calle 110 No. 6-336","Barranquilla","Colombia",-0- 
7958,6930,"Metroparque Bodega Mz. 3","Barranquilla","Colombia",-0- 
7958,6931,"Via Circunvalar, Bodega M-A-3","Barranquilla","Colombia",-0- 
7959,6932,"Calle 45 No. 9 Occ-04","Bucaramanga","Colombia",-0- 
7959,6933,"Calle 52 No. 31-148 of. 201","Bucaramanga","Colombia",-0- 
7959,6934,"Calle 52 No. 31-148","Bucaramanga","Colombia",-0- 
7959,6935,"Carrera 27 No. 65-60 La Victoria","Bucaramanga","Colombia",-0- 
7959,6936,"Carrera 33 No. 108-49","Floridablanca","Colombia",-0- 
7960,6937,"Calle, 18 No. 106-98 of. 303","Cali","Colombia",-0- 
7960,6938,"Diag., 23 Tr. 10-99","Cali","Colombia",-0- 
7961,6939,"Luis Cordero 1154 y Juan Leon Mera, Edificio Gabriela Mistral","Quito","Ecuador",-0- 
7962,6940,"Calle 93 No. 16-75","Bogota","Colombia",-0- 
7963,6941,"Calle 8 No. 22-60","Cali","Colombia",-0- 
7964,6942,"Calle 2 No. 4-14 of. 101","Cali","Colombia",-0- 
7964,6943,"Calle 29 Norte No. 6N-43","Cali","Colombia",-0- 
7965,6944,"Calle 68B No. 105F-80","Bogota","Colombia",-0- 
7965,6945,"Carrera 66A No. 48-91","Bogota","Colombia",-0- 
7966,6946,"Jose Serrano 166","28019 Madrid","Spain",-0- 
7966,6947,"Miguel Yuste 48","28037 Madrid","Spain",-0- 
7967,6948,"Carrera 7 No. 17-01 of. 603","Bogota","Colombia",-0- 
7967,6949,"Carrera 16 Bis No. 148-37","Bogota","Colombia",-0- 
7968,6950,"Calle 13 No. 66-14","Cali","Colombia",-0- 
7969,6951,"Calle Gran Via 80","28013 Madrid","Spain",-0- 
7970,6952,"200 Norte y 25 Oeste del Restaurante Tierra Colombiana, San Francisco de Dos Rios","San Jose","Costa Rica",-0- 
7971,6953,"3rd Floor, Geneva Place, Waterfront Drive, Road Town","Tortola","Virgin Islands, British",-0- 
7972,6954,"Calle 17 No. 28A-13","Bogota","Colombia",-0- 
7972,6955,"Calle 23 No. 19-75","Bogota","Colombia",-0- 
7972,6956,"Calle 74 No. 15-80 of. 611 Int. 1","Bogota","Colombia",-0- 
7973,6957,"Carrera 21 No. 13B-33","Cali","Colombia",-0- 
7974,6958,-0- ,"Ambato","Ecuador",-0- 
7974,6959,"Av. 10 de Agosto 2753 y Gral. Vicente Aguirre, Edificio Freile Ardiani","Quito","Ecuador",-0- 
7974,6960,"Av. Amazonas 1134 y General Foch","Quito","Ecuador",-0- 
7974,6961,"Av. Amazonas 244 y Jorge Washington","Quito","Ecuador",-0- 
7974,6962,"Av. Rodrigo de Chavez 387","Quito","Ecuador",-0- 
7974,6963,-0- ,"Cayambe","Ecuador",-0- 
7974,6964,"Gualberto Perez 633 y Andres Perez","Quito","Ecuador",-0- 
7974,6965,"Michelena y Mariscal Sucre","Quito","Ecuador",-0- 
7974,6966,"Tres de Julio y Cuenca","Santo Domingo","Ecuador",-0- 
7974,6967,-0- ,"Tulcan","Ecuador",-0- 
7974,6968,-0- ,"Quito","Ecuador",-0- 
7974,6969,-0- ,"El Carmen","Ecuador",-0- 
7974,10158,-0- ,"Santo Domingo Colorados","Ecuador",-0- 
7975,6970,"Calle 39 Bis A No. 27-12","Bogota","Colombia",-0- 
7976,6971,"Calle 17 Norte No. 3N-16","Cali","Colombia",-0- 
7977,6972,"Calle 23 No. 19-75","Bogota","Colombia",-0- 
7977,6973,"Carrera 7 No. 17-01 of. 602","Bogota","Colombia",-0- 
7978,6974,"Calle 12B No. 27-40 Int. 4","Bogota","Colombia",-0- 
7978,6975,"Carrera 129 No. 29-57 Int. 137","Bogota","Colombia",-0- 
7980,6978,"Calle 19 No. 6-31","Cali","Colombia",-0- 
7980,6979,"Calle 22A No. 10-54","Cali","Colombia",-0- 
7980,6980,"Calle 23 No. 28-11","Cali","Colombia",-0- 
7980,6981,"Calle 44 No. 4N-74","Cali","Colombia",-0- 
7980,6982,"Calle 71A No. 1D-07","Cali","Colombia",-0- 
7980,6983,"Carrera 15 No. 34-102","Cali","Colombia",-0- 
7980,6984,"Carrera 2 No. 52-27","Cali","Colombia",-0- 
7980,6985,"Carrera 29 No. 45-84","Cali","Colombia",-0- 
7980,6986,"Carrera 44 No. 5B-27","Cali","Colombia",-0- 
7980,6987,"Carrera 46 No. 37-03","Cali","Colombia",-0- 
7980,6988,"Carrera 4N No. 81-04","Cali","Colombia",-0- 
7980,6989,"Carrera 7P No. 76-04","Cali","Colombia",-0- 
7980,6990,"Carrera 94 No. 4-76","Cali","Colombia",-0- 
7980,6991,-0- ,"Quito","Ecuador",-0- 
7981,6992,"Calle 6 Oeste No. 4-200 apt. 202","Cali","Colombia",-0- 
7981,6993,-0- ,"Nassau","Bahamas, The",-0- 
7982,6994,"Avenida 4 Norte No. 6N-67 of. 610","Cali","Colombia",-0- 
7983,6995,"Calle Segre 25","28002 Madrid","Spain",-0- 
7984,6996,"Calle 12 No. 8-34/36","Cucuta","Colombia",-0- 
7985,6997,"Carrera 8 No. 16-77","Ibague","Colombia",-0- 
7986,6998,"Avenida 4 Norte No. 4N-30","Cali","Colombia",-0- 
7986,6999,"Calle 7 Oeste No. 1-13","Cali","Colombia",-0- 
7986,7000,"Vanterpool Plaza, P.O. Box 873, Wickhams Cay I, Road Town","Tortola","Virgin Islands, British",-0- 
7987,7001,"c/o LATINFARMACOS S.A.","Quito","Ecuador",-0- 
7987,7002,"c/o RIONAP S.A.","Quito","Ecuador",-0- 
7988,7003,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
7988,7004,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
7989,7005,"c/o AGRO MASCOTAS S.A.","Bogota","Colombia",-0- 
7990,7006,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
7990,7007,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
7991,7008,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
7991,7009,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
7992,7010,"c/o COOPERATIVA MERCANTIL DEL SUR LTDA.","Pasto","Colombia",-0- 
7993,7011,"c/o AMERICANA DE COSMETICOS S.A.","Bogota","Colombia",-0- 
7993,7012,"c/o COSMEPOP","Bogota","Colombia",-0- 
7993,7013,"c/o DISTRIEXPORT S.A.","Bogota","Colombia",-0- 
7993,7014,"c/o MAPRI DE COLOMBIA LTDA.","Bogota","Colombia",-0- 
7994,7015,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
7994,7016,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
7994,9759,"c/o COMUDROGAS LTDA.","Bucaramanga","Colombia",-0- 
7995,7017,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
7995,7018,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
7997,7021,"c/o MAPRI DE COLOMBIA LTDA.","Bogota","Colombia",-0- 
7998,7022,"c/o COLPHAR S.A.","Bogota","Colombia",-0- 
7999,7023,"c/o LEMOFAR LTDA.","Bogota","Colombia",-0- 
8000,7024,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8000,7025,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8001,7026,"c/o MAGEN LTDA.","Bogota","Colombia",-0- 
8002,7027,"c/o C A V J CORPORATION LTDA.","Bogota","Colombia",-0- 
8002,7028,"c/o C.A. V.J. CORPORATION, Barquisimeto","Lara","Venezuela",-0- 
8002,7029,"c/o VOL PHARMACYA LTDA.","Cucuta","Colombia",-0- 
8003,7030,"c/o COLPHAR S.A.","Bogota","Colombia",-0- 
8004,7031,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8004,7032,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8005,7033,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8005,7034,"c/o ASESORIAS DE INGENIERIA EMPRESA UNIPERSONAL","Cali","Colombia",-0- 
8005,7035,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8005,7036,"c/o SERVICIOS DE LA SABANA E.U.","Bogota","Colombia",-0- 
8006,7037,"c/o COPSERVIR LTDA.","Bogota","Colombia",-0- 
8006,7038,"c/o CREDIREBAJA S.A.","Cali","Colombia",-0- 
8006,7039,"c/o INTERFARMA S.A.","San Jose","Costa Rica",-0- 
8006,7040,"c/o JOMAGA DE COSTA RICA S.A.","San Jose","Costa Rica",-0- 
8007,7041,"c/o SISTEMAS INTEGRALES DEL VALLE LTDA.","Cali","Colombia",-0- 
8008,7042,"c/o AMPARO R. DE GIL Y CIA. S.C.S.","Cali","Colombia",-0- 
8008,7043,"c/o DROBLAM S.A.","Cali","Colombia",-0- 
8009,7044,"c/o AMPARO R. DE GIL Y CIA. S.C.S.","Cali","Colombia",-0- 
8009,7045,"c/o DROBLAM S.A.","Cali","Colombia",-0- 
8010,7046,"c/o AMPARO R. DE GIL Y CIA. S.C.S.","Cali","Colombia",-0- 
8010,7047,"c/o DROBLAM S.A.","Cali","Colombia",-0- 
8011,7048,"c/o MAGEN LTDA.","Bogota","Colombia",-0- 
8011,9762,"c/o DISFOGEN LTDA.","Bogota","Colombia",-0- 
8012,7049,"c/o C A V J CORPORATION LTDA.","Bogota","Colombia",-0- 
8013,7050,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8013,7051,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8014,7052,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8014,7053,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8014,7054,"c/o SERVICIOS DE LA SABANA E.U.","Bogota","Colombia",-0- 
8015,7055,"c/o INCOMMERCE S.A.","Cali","Colombia",-0- 
8016,7056,"c/o INCOMMERCE S.A.","Cali","Colombia",-0- 
8017,7057,"c/o INCOMMERCE S.A.","Cali","Colombia",-0- 
8018,7058,"c/o CODISA","Bogota","Colombia",-0- 
8018,7059,"c/o COMERCIALIZADORA DE PRODUCTOS FARMACEUTICOS LTDA.","Ibague","Colombia",-0- 
8018,7060,"c/o MACROFARMA S.A.","Pereira","Colombia",-0- 
8018,7061,"c/o MATERIAS PRIMAS Y SUMINISTROS S.A.","Bogota","Colombia",-0- 
8018,9763,"c/o TECNOVET LTDA.","Bogota","Colombia",-0- 
8019,7062,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8019,7063,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8020,7064,"c/o FARMATEL E.U.","Bogota","Colombia",-0- 
8021,7065,"c/o PROVIDA E.U.","Cali","Colombia",-0- 
8022,7066,"c/o COOPERATIVA MERCANTIL DEL SUR LTDA.","Pasto","Colombia",-0- 
8023,7067,"c/o CODISA","Bogota","Colombia",-0- 
8023,7068,"c/o ESPIBENA S.A.","Quito","Ecuador",-0- 
8023,7069,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
8024,7070,"c/o MACROFARMA S.A.","Pereira","Colombia",-0- 
8024,9764,"c/o FARMALIDER S.A.","Cali","Colombia",-0- 
8025,7071,"c/o BONOMERCAD S.A.","Bogota","Colombia",-0- 
8025,7072,"c/o DECAFARMA S.A.","Bogota","Colombia",-0- 
8025,7073,"c/o FARMACOOP","Bogota","Colombia",-0- 
8025,7074,"c/o INTERFARMA S.A.","San Jose","Costa Rica",-0- 
8025,7075,"c/o JOMAGA DE COSTA RICA S.A.","San Jose","Costa Rica",-0- 
8025,7076,"c/o PATENTES MARCAS Y REGISTROS S.A.","Bogota","Colombia",-0- 
8025,7077,"c/o PENTACOOP","Bogota","Colombia",-0- 
8026,7078,"c/o INCOMMERCE S.A.","Cali","Colombia",-0- 
8027,7079,"c/o COLPHAR S.A.","Bogota","Colombia",-0- 
8028,7080,"c/o DISTRIBUIDORA SANAR DE COLOMBIA S.A.","Cali","Colombia",-0- 
8028,7081,"c/o DISTRIEXPORT S.A.","Bogota","Colombia",-0- 
8028,7082,"c/o FARMACOOP","Bogota","Colombia",-0- 
8028,7083,"c/o INCOMMERCE S.A.","Cali","Colombia",-0- 
8029,7084,"c/o COLPHAR S.A.","Bogota","Colombia",-0- 
8030,7085,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8030,7086,"c/o COPSERVIR LTDA.","Bucaramanga","Colombia",-0- 
8030,7087,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8031,7088,"c/o OBURSATILES S.A.","Cali","Colombia",-0- 
8032,7089,"c/o LEMOFAR LTDA.","Bogota","Colombia",-0- 
8033,7090,"c/o AGRO MASCOTAS S.A.","Bogota","Colombia",-0- 
8034,7091,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8034,7092,"c/o COPSERVIR LTDA.","Bucaramanga","Colombia",-0- 
8034,7093,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8035,7094,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8035,7095,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8036,7096,"c/o COMERCIALIZADORA DE PRODUCTOS FARMACEUTICOS LTDA.","Ibague","Colombia",-0- 
8036,7097,"c/o MATERIAS PRIMAS Y SUMINISTROS S.A.","Bogota","Colombia",-0- 
8037,7098,"c/o COLFARMA PERU S.A.","Lima","Peru",-0- 
8038,7099,"c/o AGRO MASCOTAS S.A.","Bogota","Colombia",-0- 
8039,7100,"14420 NW 16th St.","Pembroke Pines, FL  33028","United States",-0- 
8039,7101,"c/o ASH TRADING, INC.","Pembroke Pines, FL","United States",-0- 
8040,7102,"c/o COLPHAR S.A.","Bogota","Colombia",-0- 
8041,7103,"c/o LABORATORIOS PROFARMA LTDA.","Bogota","Colombia",-0- 
8042,7104,"c/o ASESORIAS ECONOMICAS MUNOZ SANTACOLOMA E.U.","Cali","Colombia",-0- 
8042,7105,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8043,7106,"c/o MACROFARMA S.A.","Pereira","Colombia",-0- 
8044,7107,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8044,7108,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8045,7109,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8045,7110,"c/o COPSERVIR LTDA.","Bucaramanga","Colombia",-0- 
8045,7111,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8046,7112,"c/o LEMOFAR LTDA.","Bogota","Colombia",-0- 
8047,7113,"c/o SISTEMAS INTEGRALES DEL VALLE LTDA.","Cali","Colombia",-0- 
8048,7114,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8048,7115,"c/o COPSERVIR LTDA.","Bogota","Colombia",-0- 
8048,7116,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8049,7117,"c/o AGRO MASCOTAS S.A.","Bogota","Colombia",-0- 
8050,7118,"c/o AGRO MASCOTAS S.A.","Bogota","Colombia",-0- 
8051,7119,"c/o FUNDACION VIVIR MEJOR","Cali","Colombia",-0- 
8052,7120,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8052,7121,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8053,7122,"c/o IMPORT MAPRI LTDA.","Bogota","Colombia",-0- 
8054,7123,"c/o IMPORT MAPRI LTDA.","Bogota","Colombia",-0- 
8054,7124,"c/o WORLD TRADE LTDA.","Ibague","Colombia",-0- 
8055,7125,"c/o COOPERATIVA MERCANTIL DEL SUR LTDA.","Pasto","Colombia",-0- 
8055,7126,"c/o COPSERVIR LTDA.","Bogota","Colombia",-0- 
8056,7127,"c/o DISTRIBUIDORA DEL VALLE E.U.","Bogota","Colombia",-0- 
8057,7128,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8057,7129,"c/o COPSERVIR LTDA.","Bogota","Colombia",-0- 
8057,7130,"c/o DISTRIBUIDORA SANAR DE COLOMBIA S.A.","Cali","Colombia",-0- 
8058,7131,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8058,7132,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8058,7133,"c/o ASISTENCIA PROFESIONAL ESPECIALIZADA EN COLOMBIA LIMITADA","Cali","Colombia",-0- 
8059,7134,"c/o SISTEMAS INTEGRALES DEL VALLE LTDA.","Cali","Colombia",-0- 
8059,10177,"c/o ALERO S.A.","Cali","Colombia",-0- 
8060,7135,"c/o FUNDASER","Cali","Colombia",-0- 
8061,7136,"c/o DROFARCO","Barranquilla","Colombia",-0- 
8062,7137,"c/o LABORATORIOS PROFARMA LTDA.","Bogota","Colombia",-0- 
8062,7138,"c/o MATERIAS PRIMAS Y SUMINISTROS S.A.","Bogota","Colombia",-0- 
8063,7139,"c/o GENERICOS ESPECIALES S.A.","Bogota","Colombia",-0- 
8063,7140,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
8063,7141,"c/o LEMOFAR LTDA.","Bogota","Colombia",-0- 
8064,7142,"c/o FUNDACION VIVIR MEJOR","Cali","Colombia",-0- 
8064,7143,"c/o FUNDASER","Cali","Colombia",-0- 
8065,7144,"c/o MACROFARMA S.A.","Pereira","Colombia",-0- 
8065,9768,"c/o FARMALIDER S.A.","Cali","Colombia",-0- 
8066,7145,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8066,7146,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8067,7147,"c/o LABORATORIOS PROFARMA LTDA.","Bogota","Colombia",-0- 
8068,7148,"c/o COOPDISAN","Bucaramanga","Colombia",-0- 
8068,7149,"c/o COPSERVIR LTDA.","Bucaramanga","Colombia",-0- 
8068,7150,"c/o DROGAS LA REBAJA BUCARAMANGA S.A.","Bucaramanga","Colombia",-0- 
8068,9770,"c/o CAJA SOLIDARIA","Bogota","Colombia",-0- 
8068,9771,"c/o COMUDROGAS LTDA.","Bucaramanga","Colombia",-0- 
8069,7151,"Avenida 10 Norte No. 18-35","Cali","Colombia",-0- 
8069,7152,"c/o KESMAN OVERSEAS, Road Town","Tortola","Virgin Islands, British",-0- 
8069,7153,"c/o OBURSATILES S.A.","Cali","Colombia",-0- 
8069,7154,"c/o ZARATAN CORPORATION","Cali","Colombia",-0- 
8069,7155,"c/o ZARATAN CORPORATION, Road Town","Tortola","Virgin Islands, British",-0- 
8070,7156,"c/o DROBLAM S.A.","Cali","Colombia",-0- 
8071,7157,"c/o MAGEN LTDA.","Bogota","Colombia",-0- 
8072,7158,"c/o MAPRI DE COLOMBIA LTDA.","Bogota","Colombia",-0- 
8073,7159,"c/o SISTEMAS INTEGRALES DEL VALLE LTDA.","Cali","Colombia",-0- 
8074,7160,"c/o G M C GRUPO MAQUILACION COLOMBIANO","Bogota","Colombia",-0- 
8074,7161,"c/o LABORATORIOS PROFARMA LTDA.","Bogota","Colombia",-0- 
8075,7162,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8075,7163,"c/o ASISTENCIA PROFESIONAL ESPECIALIZADA EN COLOMBIA LIMITADA","Cali","Colombia",-0- 
8075,7164,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8076,7165,"c/o PROVIDA E.U.","Cali","Colombia",-0- 
8077,7166,"c/o ADMACOOP","Bogota","Colombia",-0- 
8077,7167,"c/o COMEDICAMENTOS S.A.","Bogota","Colombia",-0- 
8077,7168,"c/o LABORATORIOS KRESSFOR DE COLOMBIA S.A.","Bogota","Colombia",-0- 
8077,7169,"c/o LABORATORIOS PROFARMA LTDA.","Bogota","Colombia",-0- 
8077,7170,"c/o MATERIAS PRIMAS Y SUMINISTROS S.A.","Bogota","Colombia",-0- 
8078,7171,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8078,7172,"c/o ASESORIAS ECONOMICAS MUNOZ SANTACOLOMA E.U.","Cali","Colombia",-0- 
8078,7173,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8079,7174,"c/o ADMINISTRADORA DE SERVICIOS VARIOS CALIMA S.A.","Cali","Colombia",-0- 
8079,7175,"c/o CHAMARTIN S.A.","Cali","Colombia",-0- 
8080,7176,"c/o OBURSATILES S.A.","Cali","Colombia",-0- 
8081,7177,"c/o MAPRI DE COLOMBIA LTDA.","Bogota","Colombia",-0- 
8082,7218,"Calle 6 Oeste No. 4-200 apt. 202","Cali","Colombia",-0- 
8082,7219,-0- ,"Nassau","Bahamas, The",-0- 
8083,7220,-0- ,-0- ,"Algeria",-0- 
8084,7221,-0- ,-0- ,-0- ,-0- 
8085,7222,-0- ,-0- ,"Algeria",-0- 
8086,7223,-0- ,-0- ,-0- ,-0- 
8087,7224,-0- ,-0- ,-0- ,-0- 
8088,7225,-0- ,-0- ,-0- ,-0- 
8089,7226,"Viale Bligny 42","Milan","Italy",-0- 
8090,7227,"Corso Lodi 59","Milan","Italy",-0- 
8091,7228,"Corso XXII Marzo 39","Milan","Italy",-0- 
8092,7229,"Mosque in Via Quaranta","Milan","Italy",-0- 
8093,7230,"Via Plebiscito 3","Cremona","Italy",-0- 
8094,7231,"Via Cilea 40","Milan","Italy",-0- 
8095,7232,"Via della Martinella 132","Parma","Italy",-0- 
8096,7233,"Via Bertesi 27","Cremona","Italy",-0- 
8097,7234,"Via Melato 11","Reggio Emilia","Italy",-0- 
8098,7235,"Via della Martinella 132","Parma","Italy",-0- 
8099,7236,"Via Bolgeri 4","Barni (Como)","Italy",-0- 
8100,7237,"Vicolo San Giovanni","Rimini","Italy",-0- 
8101,7238,"Via Monte Grappa 15","Arluno (Milan)","Italy",-0- 
8102,7239,"Via Geromini 15","Cremona","Italy",-0- 
8103,7240,"Via Col. Aprosio 588","Vallecrosia (IM)","Italy",-0- 
8104,7241,-0- ,-0- ,-0- ,-0- 
8105,7242,-0- ,-0- ,-0- ,-0- 
8106,7243,-0- ,-0- ,-0- ,-0- 
8107,7244,"House #279, Nazimuddin road, F-10/1","Islamabad","Pakistan",-0- 
8108,7252,"Jalan Laut Sulawesi Blok DII/4, Kavling Angkatan Laut Duren Sawit","Jakarta Timur 13440","Indonesia",-0- 
8109,7246,-0- ,"Nairobi","Kenya",-0- 
8109,7247,-0- ,"Garissa","Kenya",-0- 
8109,7248,-0- ,"Daddb","Kenya",-0- 
8110,7249,"PO Box 3616","Dar es Salaam","Tanzania",-0- 
8110,7250,-0- ,"Tanga","Tanzania",-0- 
8110,7251,-0- ,"Singida","Tanzania",-0- 
8111,7253,-0- ,-0- ,-0- ,-0- 
8112,7254,-0- ,-0- ,-0- ,-0- 
8113,7255,-0- ,-0- ,-0- ,-0- 
8114,7256,-0- ,-0- ,-0- ,-0- 
8115,7257,-0- ,-0- ,-0- ,-0- 
8116,7258,-0- ,-0- ,-0- ,-0- 
8117,7259,-0- ,-0- ,-0- ,-0- 
8118,7260,-0- ,-0- ,-0- ,-0- 
8119,7261,-0- ,-0- ,-0- ,-0- 
8120,7262,-0- ,-0- ,-0- ,-0- 
8121,7263,-0- ,-0- ,-0- ,-0- 
8122,7264,-0- ,-0- ,-0- ,-0- 
8123,7265,-0- ,-0- ,-0- ,-0- 
8124,7266,"818 rue Sherbrooke East","Montreal, Quebec H2L 1K3","Canada",-0- 
8125,7267,"Edificio Sierra Maestra, Avenida Primera entre 0 y 2, Miramar Playa","Ciudad de la Habana","Cuba",-0- 
8126,7268,"Calle 68 e/5ta A, Apartado 16046","Ciudad de La Habana","Cuba",-0- 
8127,7269,"Visseringlaan 24, 2288 ER Rijswijk","Zevenhuizen","Netherlands",-0- 
8128,7270,"Unit 49 Skylines Village, Limeharbour","Docklands","United Kingdom",-0- 
8129,7271,"Gerardo Medina No. 633, e/Avenue Borregos y Carretera de Vinales","Pinar del Rio","Cuba",-0- 
8129,7272,"Edificio Sierra Maestra, Calle 1era e/ 0 y 2, Miramar, Playa","Ciudad Habana","Cuba",-0- 
8129,7273,"Avenue 40 esq. 41 #4101","Cienfuegos","Cuba",-0- 
8129,7274,"1ra. Rotonda Cayo Coco, Moron","Ciego de Avila","Cuba",-0- 
8129,7275,"Monteagudo e/Cuba y Carretera Central","Camaguey","Cuba",-0- 
8129,7276,"Frexes no. 172 e/Morales Lemus y Narciso Lopez","Holguin","Cuba",-0- 
8129,7277,"Calle 8 no. 56 e/1era. y 3ra. Rpto., Vista Allegre","Santiago de Cuba","Cuba",-0- 
8129,9359,-0- ,"Hialeah, FL","United States",-0- 
8129,9360,"Maipu 464, Piso 10","Buenos Aires  1006","Argentina",-0- 
8129,9361,-0- ,"Panama City","Panama",-0- 
8129,10312,"Avenue 3era e/ 33 y 34","Varadero","Cuba",-0- 
8131,7279,"East Bay Street","Nassau","Bahamas, The",-0- 
8132,7280,"Avenue 11 de Septiembre 2155, Edificio Panoramico, Torre C, Oficina 805, Providencia","Santiago","Chile",-0- 
8133,7281,-0- ,-0- ,-0- ,-0- 
8134,7375,"Carrera 6 No. 29-12, Monteria","Cordoba","Colombia",-0- 
8135,7376,"Calle 5 No. 61-82, Apt. 412B","Cali, Valle","Colombia",-0- 
