Issue_Sym_Id,Issue_Short_Nm,Status,Issue_Type_Cd
PRRPF,PORTRUSH PETROLEUM,ACTIVE,Ordinary Shares
PRSI,PORTSMOUTH SQUARE,ACTIVE,Common Stock
PRTK,PROFILE TECH INC,ACTIVE,Common Stock
PRTL,PRIMUS TELECOM GRP#,ACTIVE,Common Stock
PRTX,PROTALEX INC,ACTIVE,Common Stock
PRVB,POWDER RIVER BS GAS,ACTIVE,Common Stock
PRVH,PROVIDENTIAL HOLDING,ACTIVE,Common Stock
PSBG,PSB GROUP INC,ACTIVE,Common Stock
PSBK,PREMIER SVC BK CA,ACTIVE,Common Stock
PSBQ,PSB HLDGS INC (WI),ACTIVE,Common Stock
PSCO,PROTOSOURCE CORP,ACTIVE,Common Stock
PSEG,PETROSOUTH ENERGY CP,ACTIVE,Common Stock
PSFC,PEOPLES-SIDNEY FIN#,ACTIVE,Common Stock
PSHNF,PANOSHAN MARKETING,ACTIVE,Ordinary Shares
PSOKM,PUBLIC SVC CO OKLA 4.00 PFD,ACTIVE,Preferred Stock
PSOKN,PUBLIC SVC CO OKLA 4.24 PFD,ACTIVE,Preferred Stock
PSOL,PRIMAL SOLUTIONS INC,ACTIVE,Common Stock
PSPJ,PSPP HOLDINGS NEW,ACTIVE,Common Stock
PSPLP,PUGET SOUND ENE 4.84,ACTIVE,Preferred Stock
PSRI,PACIFIC SYNDICATED,ACTIVE,Common Stock
PSTB,PARK STERLING BANK,ACTIVE,Common Stock
PSTX,PATIENT SAFETY  TECH,ACTIVE,Common Stock
PTBS,POTOMAC BANCSHARES INC,ACTIVE,Common Stock
PTCH,PATCH INTL INC,ACTIVE,Common Stock
PTEO,PROTEO INC,ACTIVE,Common Stock
PTMZ,PTM PUBLICATIONS,ACTIVE,Common Stock
PTOK,PATRIOT STATE BK(NC),ACTIVE,Common Stock
PTPE,PANTERA PETROLEUM,ACTIVE,Common Stock
PTQMF,PETAQUILLA MINERALS,ACTIVE,Ordinary Shares
PTRT,PATRIOT INVESTMENT CORP,ACTIVE,Common Stock
PTSC,PATRIOT SCIENTIFIC,ACTIVE,Common Stock
PTSEF,POINTS INTL LTD,ACTIVE,Ordinary Shares
PTSG,PETROSEARCH ENERGY,ACTIVE,Common Stock
PTSH,PTS INC,ACTIVE,Common Stock
PTVL,PRO TRAVEL NETWORK,ACTIVE,Common Stock
PUBC,PUBLIC COMPANY MGMT,ACTIVE,Common Stock
PUBM,PUBLIC MEDIA WRK,ACTIVE,Common Stock
PUDC,PUDA COAL NEW,ACTIVE,Common Stock
PUGB,PUGET SOUND BANK WA,ACTIVE,Common Stock
PURE,PURE BIOSCIENCE,ACTIVE,Common Stock
PUSH,PUBLIX SUPER MKTS INC,ACTIVE,Common Stock
PVBK,PACIFIC VALLEY BK CA,ACTIVE,Common Stock
PVCT,PROVECTUS PHARMA,ACTIVE,Common Stock
PVHI,PROMOTORA VALLE HERM,ACTIVE,Common Stock
PVLN,PAVILION BANCP (MI),ACTIVE,Common Stock
PVLY,PREMIER VALLEY BK CA,ACTIVE,Common Stock
PVMCE,PINE VALLEY MINING,ACTIVE,Ordinary Shares
PVNC,PREVENTION INS.COM,ACTIVE,Common Stock
PVRS,PROVIDENCE RESOURCES,ACTIVE,Common Stock
PWAC,POWER AIR CORP,ACTIVE,Common Stock
PWBO,PACIFIC WEST BANK OR,ACTIVE,Common Stock
PWEB,PACIFIC WEBWORKS INC,ACTIVE,Common Stock
PWFF,PAWFECT FOODS INC,ACTIVE,Common Stock
PWMG,PREMIER WEALTH MGMT,ACTIVE,Common Stock
PWNX,POWERLINX INC,ACTIVE,Common Stock
PWRM,POWER 3 MEDICAL PROD,ACTIVE,Common Stock
PWSF,POWERSAFE TECHNOLOGY,ELIGIBLE,Common Stock
PWSV,POWER SAVE ENERGY CO,ACTIVE,Common Stock
PXIA,PHOENIX INDIA ACQ,ACTIVE,Common Stock
PXIAU,PHOENIX INDIA ACQ UT,ACTIVE,Unit
PXIAW,PHOENIX INDIA ACQ WT,ACTIVE,Warrant
PXIT,PHOENIX INTERESTS,ACTIVE,Common Stock
PXPS,PET EXPRESS SUPPLY,ACTIVE,Common Stock
PXTE,PAXTON ENERGY INC,ACTIVE,Common Stock
PYDS,PAYMENT DATA SYSTEMS,ACTIVE,Common Stock
PYMX,POLYMEDIX INC,ACTIVE,Common Stock
PYTM,PORTA SYSTEMS CP,ACTIVE,Common Stock
PYTO,PHYTOMEDICAL TECHS,ACTIVE,Common Stock
PZBW,PLAZA BANK (WA),ACTIVE,Common Stock
QBIK,CUBIC ENERGY INC,ACTIVE,Common Stock
QBYT,QUIKBYTE SOFTWARE,ACTIVE,Common Stock
QEGY,QUANTUM ENERGY INC,ACTIVE,Common Stock
QIIIE,QI SYSTEMS INC (DE),ACTIVE,Common Stock
QLKA,QLINKS AMERICA INC,ACTIVE,Common Stock
QMCI,QUOTEMEDIA INC,ACTIVE,Common Stock
QMDT,QUICK-MED TECHNOLOG,ACTIVE,Common Stock
QMMC,QUEST MINERALS & MNG,ACTIVE,Common Stock
QMRK,QUALMARK CP,ACTIVE,Common Stock
QNBC,QNB CORP,ACTIVE,Common Stock
QNTM,QUANTUM GROUP INC,ACTIVE,Common Stock
QNTO,QUAINT OAK BANCORP,ACTIVE,Common Stock
QNTV,QNECTIVE INC,ACTIVE,Common Stock
QPCI,QPC LASERS INC,ACTIVE,Common Stock
QRSME,QRS MUSIC TECHNOLOGI,ACTIVE,Common Stock
QSGI,"QSGI, INC",ACTIVE,Common Stock
QSTG,QUEST GROUP INTL,ACTIVE,Common Stock
QTEK,QUINTEK TECHS INC,ACTIVE,Common Stock
QTII,QUADTECH INTL INC,ACTIVE,Common Stock
QTMR,QUANTUM MRI INC,ACTIVE,Common Stock
QTMV,QUANTUM VENTURES INC,ACTIVE,Common Stock
QTXB,QUANTRX BIOMEDICAL,ACTIVE,Common Stock
QUSA,QUESTAR ASSESSMENT,ACTIVE,Common Stock
RAEM,RAVEN MOON ENTMT NEW,ACTIVE,Common Stock
RAQP,RESTAURANT ACQUISITN,ACTIVE,Common Stock
RAQPU,RESTAURANT AQ PT UT,ACTIVE,Unit
RAQPW,RESTAURANT ACQUISITN,ACTIVE,Warrant
RBCF,RUBICON FINANCL INC,ACTIVE,Common Stock
RBCL,RBC LIFE SCIENCES,ACTIVE,Common Stock
RBLG,ROEBLING FIN CP NEW,ACTIVE,Common Stock
RBYCF,RUBY CREEK RESOURCES,ACTIVE,Ordinary Shares
RCAA,RECLAMATION CONSULT,ACTIVE,Common Stock
RCGI,RIVER CAPITAL GROUP,ACTIVE,Common Stock
RCNR,RACINO ROYALE INC,ACTIVE,Common Stock
RCTFF,ROCHESTER RESOURCES,ACTIVE,Ordinary Shares
RCVA,RECEIVABLE ACQ & MGT,ACTIVE,Common Stock
RDDI,REDDI BRAKE SUPPLY,ACTIVE,Common Stock
RDGA,RIDGEFIELD ACQUISITN,ACTIVE,Common Stock
RDIAF,ROCKWELL DIAMONDS,ACTIVE,Ordinary Shares
RDML,RED MILE ENTERTNMT,ACTIVE,Common Stock
RDNAF,RODINA MINERALS,ACTIVE,Ordinary Shares
RDTR,RIDGESTONE RESOURCES,ELIGIBLE,Common Stock
RDUFF,RADIUS GOLD INC,ACTIVE,Ordinary Shares
RDVWF,RADVIEW SOFTWARE LTD,ACTIVE,Ordinary Shares
REAL,RELIABILITY INC,ACTIVE,Common Stock
REDI,REMOTE DYNAMICS INC,ACTIVE,Common Stock
REDZ,RED CARPET ENTERTNMT,ACTIVE,Common Stock
REED,REEDS INC,ACTIVE,Common Stock
REGRF,REG TECHNOLOGIES,ACTIVE,Ordinary Shares
REMC,REMEC INC,ACTIVE,Common Stock
REMI,REMEDENT INC,ACTIVE,Common Stock
RENG,RADIAL ENERGY INC,ACTIVE,Common Stock
RENW,RENEWABLE ENERGY RES,ACTIVE,Common Stock
REOS,REOSTAR ENERGY CORP,ACTIVE,Common Stock
REPR,REPRO MED SYS INC,ACTIVE,Common Stock
REVO,REVO VENTURES INC.,ELIGIBLE,Common Stock
RFHB,RUMSON-FAIR HAVEN BK,ACTIVE,Common Stock
RFIVF,RESOURCE FIN & INVMT,ACTIVE,Ordinary Shares
RGBI,REGEN BIOLOGICS INC,ACTIVE,Common Stock
RGBL,RG GLBL LIFESTYLS,ACTIVE,Common Stock
RGBM,REGAL BANCORP INC MA,ACTIVE,Common Stock
RGRK,REGAL ROCK INC,ACTIVE,Common Stock
RGRP,ROO GROUP INC NEW,ACTIVE,Common Stock
RGUS,REGI US INC,ACTIVE,Common Stock
RHGP,RENHUANG PHARMACTLS,ACTIVE,Common Stock
RICOY,RICOH CO LTD SP ADR,ACTIVE,American Depositary Shares
RIMS,ROBOCOM SYS INTL,ACTIVE,Common Stock
RISKA,RISK GEORGE INDS A,ACTIVE,Common Stock
RKLC,ROCKELLE CORP,ACTIVE,Common Stock
RKNW,REMOTE KNOWLEDGE,ACTIVE,Common Stock
RKTI,ROCKETINFO INC,ACTIVE,Common Stock
RLBS,RELIANCE BANCSHARES,ACTIVE,Common Stock
RLET,REEL ESTATE SERVICES,ACTIVE,Common Stock
RLGT,RADIANT LOGISTICS,ACTIVE,Common Stock
RLKX,RED LAKE EXPLORATION,ACTIVE,Common Stock
RLLC,"REAL LOGIC, INC.",ACTIVE,Common Stock
RMDX,REMOTEMDX INC,ACTIVE,Common Stock
RMFD,ROCKY MTN FUDGE CO,ACTIVE,Common Stock
RMGC,RMG CAP CORP,ACTIVE,Common Stock
RMHL,RM HEALTH INTL INC,ACTIVE,Common Stock
RMMI,ROCKY MTN MINERALS INC,ACTIVE,Common Stock
RMMIP,ROCKY MTN MINERALS CV PFD,ACTIVE,Preferred Stock
RNCH,RANCHER ENERGY CORP,ACTIVE,Common Stock
RNSW,RNS SOFTWARE INC,ACTIVE,Common Stock
RNVO,RENOVO HOLDINGS,ACTIVE,Common Stock
RNWF,RENEWAL FUELS INC.,ACTIVE,Common Stock
ROEX,ROSE EXPLORATIONS,ELIGIBLE,Common Stock
ROHT,"ROHAT RESOURCES, INC",ACTIVE,Common Stock
RONE,REGAL ONE CORPORATION NEW,ACTIVE,Common Stock
ROTB,ROTOBLOCK CORP,ACTIVE,Common Stock
RPBC,REDPOINT BIO CORP,ACTIVE,Common Stock
RPBIF,RESPONSE BIOMEDICAL,ACTIVE,Ordinary Shares
RPHA,RAPHAEL INDUSTRIES,ACTIVE,Common Stock
RPID,RAPID LINK INC,ACTIVE,Common Stock
RPMM,RPM TECHS INC,ACTIVE,Common Stock
RPOR,ROCKPORT NATL BANCP,ACTIVE,Common Stock
RPPR,REAL PAPER DISPLAYS,ACTIVE,Common Stock
RPSD,RHAPSODY ACQUISITION,ACTIVE,Common Stock
RPSDU,RHAPSODY ACQUISTN UT,ACTIVE,Unit
RPSDW,RHAPSODY ACQUISTN WT,ACTIVE,Warrant
RPTN,RAPTOR NETWORKS TECH,ACTIVE,Common Stock
RPTP,RAPTOR PHARMACEUTICL,ACTIVE,Common Stock
RRFC,REAL ESTATE REFERRAL,ACTIVE,Common Stock
RROL,REDROLLER CORP,ACTIVE,Common Stock
RRPH,RED ROCK PICTURE HLD,ACTIVE,Common Stock
RSAM,RISING SUN BCP (MD),ACTIVE,Common Stock
RSCA,"ROSCA, INC.",ELIGIBLE,Common Stock
RSCF,REFLECT SCIENTIFIC,ACTIVE,Common Stock
RSDV,RANCHO SANTA MONICA,ACTIVE,Common Stock
RSFF,RESOLVE STAFFING INC,ACTIVE,Common Stock
RSMI,RIM SEMICONDUCTOR,ACTIVE,Common Stock
RSOO,RESHOOT & EDIT,ELIGIBLE,Common Stock
RSRV,RESERVE PETE CO,ACTIVE,Common Stock
RSSYF,RESIN SYSTEMS INC,ACTIVE,Ordinary Shares
RTGV,RTG VENTURES INC,ELIGIBLE,Common Stock
RTME,RITE TIME MINING INC,ACTIVE,Common Stock
RUBD,RUB A DUB SOAP INC,ACTIVE,Common Stock
RUSO,RUSSOIL CORPORATION,ACTIVE,Common Stock
RVBF,RAVEN BIOFUELS INTL,ACTIVE,Common Stock
RVGR,RIVERGREEN BANK (ME),ACTIVE,Common Stock
RVIT,REVIVE-IT CORP.,ELIGIBLE,Common Stock
RVNG,RAVEN GOLD CORP,ACTIVE,Common Stock
RVVY,RIVER VALLEY COMM BK,ACTIVE,Common Stock
RWCB,REDWOOD CAPITAL BCP,ACTIVE,Common Stock
RXHN,REXAHN PHARMACEUTICL,ACTIVE,Common Stock
RYFL,ROYAL FINANCIAL INC,ACTIVE,Common Stock
RYMM,ROYAL MINES & MINERL,ACTIVE,Common Stock
RYPE,ROYALITE PETROLEUM,ACTIVE,Common Stock
RYQG,ROYAL QUANTUM GROUP,ACTIVE,Common Stock
RYSMF,ROYAL STANDARD MINRL,ACTIVE,Ordinary Shares
RYTE,ROYALTECH CORP.,ACTIVE,Common Stock
RZRR,RAZOR RESOURCES INC,ACTIVE,Common Stock
SACQ,SHERMEN WSC ACQ,ACTIVE,Common Stock
SACQU,SHERMEN WSC ACQ UNIT,ACTIVE,Unit
SACQW,SHERMEN WSC ACQ WT,ACTIVE,Warrant
SAEB,SAEHAN BANCORP,ACTIVE,Common Stock
SAGN,SAIGON NATIONAL BK,ACTIVE,Common Stock
SAMC,SAMSONITE CORP,ACTIVE,Common Stock
SAOSA,SMITH A O CP CL A,ACTIVE,Common Stock
SARO,SARS CORPORATION,ACTIVE,Common Stock
SBAZ,STATE BANK CORP AZ,ACTIVE,Common Stock
SBBI,SBCP BANCORP,ACTIVE,Common Stock
SBBK,SECURITY BUS BK (CA),ACTIVE,Common Stock
SBCO,SMALL BUSINESS CO,ACTIVE,Common Stock
SBFC,SOUTHEASTERN BK FINL,ACTIVE,Common Stock
SBHL,SEARCH BY HEADLINES,ACTIVE,Common Stock
SBJX,SUBJEX CORPORATION,ACTIVE,Common Stock
SBKO,SUMMIT BANK (OR),ACTIVE,Common Stock
SBNK,SONOMA VALLEY BANCP,ACTIVE,Common Stock
SBOC,SECURITY BANK OF CA,ACTIVE,Common Stock
SBON,SIBONEY CORP,ACTIVE,Common Stock
SBPP,SOMBRIO CAPITAL CORP,ACTIVE,Common Stock
SBRT,SUNBERTA RESOURCES,ELIGIBLE,Common Stock
SBSW,ST. BERNARD SOFTWARE,ACTIVE,Common Stock
SBSWU,ST. BERNARD SFTW UNI,ACTIVE,Unit
SBSWW,ST. BERNARD SFT WTS,ACTIVE,Warrant
SBTB,SBT BANCORP INC (CT),ACTIVE,Common Stock
SCAY,SENECA-CAYUGA BANCOR,ACTIVE,Common Stock
SCCB,SEACOAST COMMERCE BK,ACTIVE,Common Stock
SCCBW,SEACOAST COMMERCE WT,ACTIVE,Warrant
SCCI,SUPERCONDUCTIVE COMP,ACTIVE,Common Stock
SCEGN,SOUTH CARLN E&G 4.50,ACTIVE,Preferred Stock
SCEY,SUN CAL ENERGY INC,ACTIVE,Common Stock
SCGY,SCIENTIFIC ENERGY,ACTIVE,Common Stock
SCHI,STERLING CHEMCAL NEW,ACTIVE,Common Stock
SCIE,SPECTRASCIENCE NEW,ACTIVE,Common Stock
SCII,STEM CELL THERAPY,ACTIVE,Common Stock
SCIXF,SCAILEX CORP,ACTIVE,Ordinary Shares
SCLL,STEM CELL INNOVATION,ACTIVE,Common Stock
SCLX,SINO CLEAN ENERGY,ACTIVE,Common Stock
SCND,SCIENTIFIC INDS INC,ACTIVE,Common Stock
SCNI,SCANNER TECH CORP,ACTIVE,Common Stock
SCNU,SENTRA CONSULTING CO,ACTIVE,Common Stock
SCOM,SHARPS COMPLIANCE CORP,ACTIVE,Common Stock
SCRH,SCORES HLDG CO INC,ACTIVE,Common Stock
SCSG,SOUTHCREST FIN GRP,ACTIVE,Common Stock
SCUC,SECURECARE TECHS,ACTIVE,Common Stock
SCVE,SANTA CLARA VALLEY,ACTIVE,Common Stock
SCVM,SCIVANTA MEDICAL COR,ACTIVE,Common Stock
SCXN,SCOUT EXPLORATION,ACTIVE,Common Stock
SCYT,SECURITY BANCP (TN),ACTIVE,Common Stock
SCZC,SANTA CRUZ CTY BK CA,ACTIVE,Common Stock
SDBK,SAN DIEGO TR BK (CA),ACTIVE,Common Stock
SDEV,SECURITY DEVICE INTL,ACTIVE,Common Stock
SDGL,SECURED DIGITAL APPS,ACTIVE,Common Stock
SDLP,SHEA DEVELOPMENT,ACTIVE,Common Stock
SDNA,SEDONA CORPORATION,ACTIVE,Common Stock
SDOGP,SAN DIEGO GAS & EL 4.60 PFD,ACTIVE,Preferred Stock
SDON,SANDSTON CORPORATION,ACTIVE,Common Stock
SDRG,SILVER DRAGON RES,ACTIVE,Common Stock
SDVF,SECURED DIVERSIFIED,ACTIVE,Common Stock
SDWM,SHADOW MARKETING INC,ACTIVE,Common Stock
SEAI,SEAENA INC,ACTIVE,Common Stock
SEBC,SOUTHEASTERN BANKING CORP GA,ACTIVE,Common Stock
SEHO,SENSE HOLDINGS INC,ACTIVE,Common Stock
SENEL,SENECA FOODS CV PFD,ACTIVE,Preferred Stock
SENEM,SENECA FOODS $12 PFD,ACTIVE,Preferred Stock
SENI,SENTINEL SEC LIF INS,ACTIVE,Common Stock
SERC,SERVICE BANCORP,ACTIVE,Common Stock
SERG,STAR ENERGY CORP,ACTIVE,Common Stock
SESI,SES SOLAR INC,ACTIVE,Common Stock
SEWC,SEW CAL LOGO INC,ACTIVE,Common Stock
SEWK,"SECURE NETWERKS, INC",ACTIVE,Common Stock
SEYE,SIGNATURE EYEWEAR,ACTIVE,Common Stock
SEYR,SUNRISE ENERGY RES,ACTIVE,Common Stock
SFAD,SAFE TECHS INTL,ACTIVE,Common Stock
SFBE,SINO FIBRE COMMUN,ACTIVE,Common Stock
SFBI,SFSB INC,ACTIVE,Common Stock
SFDL,SECURITY FEDERAL COR,ACTIVE,Common Stock
SFDX,SANFORD EXPLORATION,ACTIVE,Common Stock
SFEF,SANTA FE FINL CP,ACTIVE,Common Stock
SFEG,SANTA FE GOLD CORP,ACTIVE,Common Stock
SFGP,SIUSLAW FINL GROUP,ACTIVE,Common Stock
SFLK,SAFLINK CORP,ACTIVE,Common Stock
SFNL,SECURED FINANCIAL NW,ACTIVE,Common Stock
SFNS,SUMMIT FINANCIAL SVC,ACTIVE,Common Stock
SFRK,SECURITY FST BK FRNO,ACTIVE,Common Stock
SFSH,SINOFRESH HEALTHCARE,ACTIVE,Common Stock
SFXC,SEREFEX CORP,ACTIVE,Common Stock
SGAS,SINO GAS INTL HLDGS,ACTIVE,Common Stock
SGBK,STONEGATE BANK (FL),ACTIVE,Common Stock
SGBL,"SUNRISE GLOBAL, INC.",ACTIVE,Common Stock
SGBP,SYRINGA BANCORP,ACTIVE,Common Stock
SGCO,STERLING GOLD CORP,ACTIVE,Common Stock
SGCR,STRATEGIC RESOURCES,ACTIVE,Common Stock
SGDM,STARGOLD MINES INC,ACTIVE,Common Stock
SGEG,SUNCREST GLOBAL ENER,ACTIVE,Common Stock
SGGV,STERLING GROUP VENTU,ACTIVE,Common Stock
SGIHF,SUNGOLD INTL HLDG CP,ACTIVE,Ordinary Shares
SGLS,SIGNATURE LEISURE,ACTIVE,Common Stock
SGLT,SUMMIT GLOBAL LOGIST,ACTIVE,Common Stock
SGME,STRATEGIC GAMING INV,ACTIVE,Common Stock
SGNC,SANGUINE CORPORATION,ACTIVE,Common Stock
SGNE,SHOTGUN ENERGY CORP,ACTIVE,Common Stock
SGNM,SIGN MEDIA SYSTEMS,ACTIVE,Common Stock
SGTI,SHENGTAI PHARMACEUT,ACTIVE,Common Stock
SGUS,SHIMING US INC,ACTIVE,Common Stock
SGZI,SONGZAI INTL HLDG GP,ACTIVE,Common Stock
SHGPF,SHARPE RESOURCE CP,ACTIVE,Ordinary Shares
SHLL,SHELLS SEAFOOD RESTAURANTS INC,ACTIVE,Common Stock
SHLP,SEARCHHELP INC,ACTIVE,Common Stock
SHLPW,SEARCHHELP INC WT A,ACTIVE,Warrant
SHLPZ,SEARCHHELP INC WT B,ACTIVE,Warrant
SHMT,SHUMATE INDUSTRIES,ACTIVE,Common Stock
SHND,SHINE MEDIA ACQ CORP,ACTIVE,Common Stock
SHNDU,SHINE MEDIA ACQ UNIT,ACTIVE,Unit
SHNDW,SHINE MEDIA ACQ WT,ACTIVE,Warrant
SHNL,SHINER INTL INC,ACTIVE,Common Stock
SHPI,SPECIALIZED HEALTH PROD INTL,ACTIVE,Common Stock
SHRC,SHORE COMMUNITY BK,ACTIVE,Common Stock
SHRN,SHELRON GROUP INC,ACTIVE,Common Stock
SHRW,SHOPPER`S WALLET INC,ACTIVE,Common Stock
SHSH,SHOSHONE SILVER MNG,ACTIVE,Common Stock
SHSN,SHEARSON FINL NETWK,ACTIVE,Common Stock
SIBE,SIBLING ENTERTAINMNT,ACTIVE,Common Stock
SIBM,SILVER BUTTE MNG CO,ACTIVE,Common Stock
SIBN,SIBERIAN ENERGY GRP,ACTIVE,Common Stock
SICL,SICLONE INDS INC NEW,ACTIVE,Common Stock
SIEN,SIENA TECHNOLOGIES,ACTIVE,Common Stock
SIGN,SIGNET INTL HLDGS,ACTIVE,Common Stock
SIII,STRATEGIC INTERNET,ACTIVE,Common Stock
SINB,SINO-BIOTICS INC,ACTIVE,Common Stock
SINX,SIONIX CORPORATION,ACTIVE,Common Stock
SIOR,SUPERIOR OIL & GAS C,ACTIVE,Common Stock
SIRC,SIRICOMM INC,ACTIVE,Common Stock
SITG,SECURITY INTELL TECH,ACTIVE,Common Stock
SJQU,SAN JOAQUIN BCP CA,ACTIVE,Common Stock
SKBI,SKYSTAR BIO PHARMA,ELIGIBLE,Common Stock
SKCO,SAGEMARK COS LTD THE,ACTIVE,Common Stock
SKFL,SKYFLYER INC,ACTIVE,Common Stock
SKFT,STRIKEFORCE TECH INC,ACTIVE,Common Stock
SKMI,SKRM INTERACTIVE INC,ACTIVE,Common Stock
SKNN,SKINS INC,ACTIVE,Common Stock
SKNY,SKINNY NUTRITIONAL,ACTIVE,Common Stock
SKOA,SEKOYA HOLDINGS,ACTIVE,Common Stock
SKPI,SKY PETROLEUM INC,ACTIVE,Common Stock
SKRV,SK REALTY VENTURES,ACTIVE,Common Stock
SKTO,SK3 GROUP INC,ACTIVE,Common Stock
SKVI,SKINVISIBLE INC,ACTIVE,Common Stock
SKVY,SENTRY TECHNOLOGY CORPORATION,ACTIVE,Common Stock
SKYT,SKYTERRA COMMUNICATN,ACTIVE,Common Stock
SKYY,SKYE INTL INC,ACTIVE,Common Stock
SLBA,SANTA LUCIA BCP CA,ACTIVE,Common Stock
SLCM,SILICON MOUNTAIN HLD,ACTIVE,Common Stock
SLGD,SCOTTS LIQUID GOLD INC,ACTIVE,Common Stock
SLGI,SECURELOGIC CORP,ACTIVE,Common Stock
SLGLF,SILVERADO GOLD MINES,ACTIVE,Ordinary Shares
SLGR,STALLION GROUP (THE),ACTIVE,Common Stock
SLMC,SOLUTIONS MECHANICAL,ACTIVE,Common Stock
SLMU,"SALAMON GROUP, INC.",ACTIVE,Common Stock
SLNH,SPLINTERNET HOLDINGS,ACTIVE,Common Stock
SLNM,SALON MEDIA GRP,ACTIVE,Common Stock
SLNX,SOLANEX MANAGEMENT,ACTIVE,Common Stock
SLRB,STELLAR BUSINESS BNK,ACTIVE,Common Stock
SLRE,SOLAR ENERGY LTD,ACTIVE,Common Stock
SLRK,SOLERA NATL BANCORP,ELIGIBLE,Common Stock
SLTA,SOLTERA MINING CORP,ACTIVE,Common Stock
SLTN,SOLAR THIN FILMS INC,ACTIVE,Common Stock
SLTS,SATELLITE SECURITY,ACTIVE,Common Stock
SLVV,SILVER RESERVE CORP.,ACTIVE,Common Stock
SLWF,SEAMLESS WI-FI INC,ACTIVE,Common Stock
SLXCF,STELLAR PHAMACEUTICL,ACTIVE,Ordinary Shares
SLXN,SIELOX INC,ACTIVE,Common Stock
SMAH,SMARTEC HOLDINGS INC,ACTIVE,Common Stock
SMAL,SUMMIT BANCSHARES CA,ACTIVE,Common Stock
SMAN,STANDARD MGMT CP,ACTIVE,Common Stock
SMCA,SMALL CAP STRATEGIES,ACTIVE,Common Stock
SMED,STARMED GROUP NEW,ACTIVE,Common Stock
SMFB,STAMFORD BK CP (NY),ACTIVE,Common Stock
SMGH,SMOOTH GBL CH HDGS,ACTIVE,Common Stock
SMGY,SMART ENERGY SOL,ACTIVE,Common Stock
SMHI,SLM HOLDINGS INC,ACTIVE,Common Stock
SMID,SMITH-MIDLAND CORP,ACTIVE,Common Stock
SMIX,SUMMIT EXPLORATION,ACTIVE,Common Stock
SMKY,SMOKY MARKET FOODS,ACTIVE,Common Stock
SMPM,SOMANTA PHARMACEUTCL,ACTIVE,Common Stock
SMRL,SIMTROL INC NEW,ACTIVE,Common Stock
SMTR,SMARTIRE SYSTEMS,ACTIVE,Common Stock
SMXMF,SAMEX MINING CORP,ACTIVE,Ordinary Shares
SMYD,SAMOYED ENERGY CORP.,ACTIVE,Common Stock
SNBN,SOUND BANKING CO.,ACTIVE,Common Stock
SNBNP,SOUND BANKING CO PFD,ACTIVE,Preferred Stock
SNCB,SOUTHERN COMM BNC GA,ACTIVE,Common Stock
SNDC,STANDARD CAPITAL COR,ACTIVE,Common Stock
SNDN,SENDTEC INC,ACTIVE,Common Stock
SNDTF,SAND TECH INC CL A,ACTIVE,Ordinary Shares
SNEN,SINOENERGY CORP,ACTIVE,Common Stock
SNHI,SIN HOLDINGS INC,ACTIVE,Common Stock
SNLS,SAN LUIS TR BK FSB,ACTIVE,Common Stock
SNMB,SONA MOBILE HOLDINGS,ACTIVE,Common Stock
SNMO,SUN MOTOR INTL,ACTIVE,Common Stock
SNRV,"SUN RIVER ENERGY, IN",ACTIVE,Common Stock
SNSG,SENSE TECHS INC,ACTIVE,Common Stock
SNTKY,SENETEK PLC ADR,ACTIVE,American Depositary Shares
SNTX,SENTEX SENSING TECH,ACTIVE,Common Stock
SNVH,SYNOVA HEALTHCARE GR,ACTIVE,Common Stock
SNWP,SATELLITE NEWSPAPERS,ACTIVE,Common Stock
SNYD,SUNNYSIDE ACRES MOBL,ACTIVE,Common Stock
SNZH,SAN HOLDINGS INC,ACTIVE,Common Stock
SOBGF,SOIL BIOGENICS LTD,ACTIVE,Ordinary Shares
SOBM,SINOBIOMED INC,ACTIVE,Common Stock
SOBS,SOLVAY BANK CP (NY),ACTIVE,Common Stock
SODH,SOURCE DIRECT HLDGS,ACTIVE,Common Stock
SODI,SOLITRON DEVICES INC-NEW-,ACTIVE,Common Stock
SOEGO,SOUTH CARLN E&G 4.60,ACTIVE,Preferred Stock
SOEN,SOLAR ENERTECH CORP,ACTIVE,Common Stock
SOFT,SOFTECH INC,ACTIVE,Common Stock
SOIGF,STRATA OIL & GAS INC,ACTIVE,Common Stock
SOLM,SOLOMON TECHNOLOGIES,ACTIVE,Common Stock
SOLN,SMART ONLINE INC,ACTIVE,Common Stock
SOLUQ,SOLUTIA INC,ACTIVE,Common Stock
SOMC,SOUTHERN MICHIGAN BANCORP,ACTIVE,Common Stock
SOMD,STUDIO ONE MEDIA INC,ACTIVE,Common Stock
SOPC,SOPAC CELLULAR,ELIGIBLE,Common Stock
SOPW,"SOLAR POWER, INC.",ELIGIBLE,Common Stock
SORD,SOUTHRIDGE ENTPRISES,ACTIVE,Common Stock
SOSI,SOMERSET INTL GROUP,ACTIVE,Common Stock
SOSR,SOLSTICE RESORTS INC,ACTIVE,Common Stock
SOSV,SENIOR OPTICIAN SVC,ACTIVE,Common Stock
SOTK,SONO-TEK CORP,ACTIVE,Common Stock
SOUT,SOUTHRIDGE TECH GRP,ACTIVE,Common Stock
SOYD,SOYODO GROUP HOLDING,ACTIVE,Common Stock
SOYL,AMERICAN SOIL TECHS,ACTIVE,Common Stock
